Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
27-Nov-18,10621.45,10695.15,10596.35,10685.6,382834178,17296.28
28-Nov-18,10708.75,10757.8,10699.85,10728.85,437627174,17737.28
29-Nov-18,10808.7,10883.05,10782.35,10858.7,712650890,26283.43
30-Nov-18,10892.1,10922.45,10835.1,10876.75,467857329,19964.33
3-Dec-18,10930.7,10941.2,10845.35,10883.75,422358631,18484.91
4-Dec-18,10877.1,10890.95,10833.35,10869.5,332137359,15857.16
5-Dec-18,10820.45,10821.05,10747.95,10782.9,322019985,15176.26
6-Dec-18,10718.15,10722.65,10588.25,10601.15,328275196,16488.87
7-Dec-18,10644.8,10704.55,10599.35,10693.7,335849636,18597.83
10-Dec-18,10508.7,10558.85,10474.95,10488.45,393097292,16524.36
11-Dec-18,10350.05,10567.15,10333.85,10549.15,438699334,20112.91
12-Dec-18,10591,10752.2,10560.8,10737.6,371697496,17447.45
13-Dec-18,10810.75,10838.6,10749.5,10791.55,387810061,17582.8
14-Dec-18,10784.5,10815.75,10752.1,10805.45,350579275,14486.1
17-Dec-18,10853.2,10900.35,10844.85,10888.35,306145514,12528.59
18-Dec-18,10850.9,10915.4,10819.1,10908.7,294942271,13556.45
19-Dec-18,10930.55,10985.15,10928,10967.3,321801803,17172.64
20-Dec-18,10885.2,10962.55,10880.05,10951.7,328802751,14945.94
21-Dec-18,10944.25,10963.65,10738.65,10754,389235107,18663.85
24-Dec-18,10780.9,10782.3,10649.25,10663.5,230291344,10695.6
26-Dec-18,10635.45,10747.5,10534.55,10729.85,271942701,12831.99
27-Dec-18,10817.9,10834.2,10764.45,10779.8,470160392,19119.88
28-Dec-18,10820.95,10893.6,10817.15,10859.9,253086507,12615.01
31-Dec-18,10913.2,10923.55,10853.2,10862.55,186494657,10176.13
1-Jan-19,10881.7,10923.6,10807.1,10910.1,159404542,8688.26
2-Jan-19,10868.85,10895.35,10735.05,10792.5,309665939,15352.25
3-Jan-19,10796.8,10814.05,10661.25,10672.25,286241745,15030.45
4-Jan-19,10699.7,10741.05,10628.65,10727.35,296596655,14516.74
7-Jan-19,10804.85,10835.95,10750.15,10771.8,269371080,12731.29
8-Jan-19,10786.25,10818.45,10733.25,10802.15,277697672,13433.48
9-Jan-19,10862.4,10870.4,10749.4,10855.15,333010535,16213.3
10-Jan-19,10859.35,10859.35,10801.8,10821.6,254365477,12031.26
11-Jan-19,10834.75,10850.15,10739.4,10794.95,260792200,13084.6
14-Jan-19,10807,10808,10692.35,10737.6,298774178,12732.57
15-Jan-19,10777.55,10896.95,10777.55,10886.8,310737078,14879.91
16-Jan-19,10899.65,10928.15,10876.9,10890.3,276539042,13081.63
17-Jan-19,10920.85,10930.65,10844.65,10905.2,271676319,13215.83
18-Jan-19,10914.85,10928.2,10852.2,10906.95,323814108,16408.83
21-Jan-19,10919.35,10987.45,10885.75,10961.85,288829125,17289.7
22-Jan-19,10949.8,10949.8,10864.15,10922.75,300768112,17483.62
23-Jan-19,10931.05,10944.8,10811.95,10831.5,298876314,14736.91
24-Jan-19,10844.05,10866.6,10798.65,10849.8,361082096,15298.48
25-Jan-19,10859.75,10931.7,10756.45,10780.55,463444758,20542.36
28-Jan-19,10792.45,10804.45,10630.95,10661.55,419682627,21144.33
29-Jan-19,10653.7,10690.35,10583.65,10652.2,356908994,18832.06
30-Jan-19,10702.25,10710.2,10612.85,10651.8,410107910,21214.81
31-Jan-19,10690.55,10838.05,10678.55,10830.95,604818027,27471.18
1-Feb-19,10851.35,10983.45,10813.45,10893.65,482272661,23112.37
4-Feb-19,10876.75,10927.9,10814.15,10912.25,318300039,15478.81
5-Feb-19,10908.65,10956.7,10886.7,10934.35,268095127,13435.13
6-Feb-19,10965.1,11072.6,10962.7,11062.45,298510497,15172.85
7-Feb-19,11070.45,11118.1,11043.6,11069.4,263544426,13542.69
8-Feb-19,11023.5,11041.2,10925.45,10943.6,352787419,15507.05
11-Feb-19,10930.9,10930.9,10857.1,10888.8,285985383,13818.92
12-Feb-19,10879.7,10910.9,10823.8,10831.4,292314643,14424.78
13-Feb-19,10870.55,10891.65,10772.1,10793.65,321958549,15360.98
14-Feb-19,10786.1,10792.7,10718.75,10746.05,627041405,20797.41
15-Feb-19,10780.25,10785.75,10620.4,10724.4,521876968,20733.95
18-Feb-19,10738.65,10759.9,10628.4,10640.95,345440240,14903.19
19-Feb-19,10636.7,10722.85,10585.65,10604.35,291507060,13765.01
20-Feb-19,10655.45,10752.7,10646.4,10735.45,289195306,13209.71
21-Feb-19,10744.1,10808.85,10721.5,10789.85,279584955,14758.5
22-Feb-19,10782.7,10801.55,10758.4,10791.65,396846597,24386.42
25-Feb-19,10813.25,10887.1,10788.05,10880.1,385905142,16466.09
26-Feb-19,10775.3,10888.75,10729.3,10835.3,414954476,19186.75
27-Feb-19,10881.2,10939.7,10751.2,10806.65,381080073,18313.85
28-Feb-19,10865.7,10865.7,10784.85,10792.5,644159018,27123.34
1-Mar-19,10842.65,10877.9,10823.1,10863.5,308526309,15010.06
5-Mar-19,10864.85,10994.9,10817,10987.45,373220239,17960.03
6-Mar-19,11024.85,11062.3,10998.85,11053,372550850,17850.93
7-Mar-19,11077.95,11089.05,11027.1,11058.2,321208766,15321.68
8-Mar-19,11038.85,11049,11008.95,11035.4,326569833,14369.77
11-Mar-19,11068.75,11180.9,11059.85,11168.05,352242287,17349.95
12-Mar-19,11231.35,11320.4,11227,11301.2,391310519,20861.35
13-Mar-19,11326.2,11352.3,11276.6,11341.7,382996187,20851.67
14-Mar-19,11382.5,11383.45,11313.75,11343.25,294480678,15661.05
15-Mar-19,11376.85,11487,11370.8,11426.85,463704896,25143.26
18-Mar-19,11473.85,11530.15,11412.5,11462.2,320250041,16942.22
19-Mar-19,11500.3,11543.85,11451.25,11532.4,326099667,16179.92
20-Mar-19,11553.35,11556.1,11503.1,11521.05,366298049,18311.44
22-Mar-19,11549.2,11572.8,11434.55,11456.9,386193935,19755.74
25-Mar-19,11395.65,11395.65,11311.6,11354.25,294459196,14101.14
26-Mar-19,11375.2,11496.75,11352.45,11483.25,282575496,14611.68
27-Mar-19,11531.45,11546.2,11413,11445.05,350446089,18356.52
28-Mar-19,11463.65,11588.5,11452.45,11570,527678809,25719.65
29-Mar-19,11625.45,11630.35,11570.15,11623.9,416276981,20515.25
1-Apr-19,11665.2,11738.1,11644.75,11669.15,379572660,18977.99
2-Apr-19,11711.55,11729.35,11655.85,11713.2,386131413,18673.7
3-Apr-19,11735.3,11761,11629.15,11643.95,365760070,19050.95
4-Apr-19,11660.2,11662.55,11559.2,11598,349029830,19713.01
5-Apr-19,11638.4,11689.65,11609.5,11665.95,266665797,15000.35
8-Apr-19,11704.35,11710.3,11549.1,11604.5,260932608,14203.96
9-Apr-19,11612.05,11683.9,11569.7,11671.95,300467538,15984.39
10-Apr-19,11646.85,11680.05,11571.75,11584.3,359941110,22258.46
11-Apr-19,11592.55,11606.7,11550.55,11596.7,279775726,14332.2
12-Apr-19,11612.85,11657.35,11578.8,11643.45,246006184,13598.61
15-Apr-19,11667,11704.6,11648.25,11690.35,289996075,15635.79
16-Apr-19,11736.2,11810.95,11731.55,11787.15,354315040,17585.48
18-Apr-19,11856.15,11856.15,11738.5,11752.8,339653709,18271.27
22-Apr-19,11727.05,11727.05,11583.95,11594.45,260356055,13754.12
23-Apr-19,11612.95,11645.95,11564.8,11575.95,272544486,14500.53
24-Apr-19,11601.5,11740.85,11578.85,11726.15,335196513,17046.66
25-Apr-19,11735.7,11796.75,11624.3,11641.8,604360395,28254.3
26-Apr-19,11683.75,11762.9,11661.75,11754.65,333483764,18098.83
30-Apr-19,11748.75,11756.25,11655.9,11748.15,532630874,23324.98
2-May-19,11725.55,11789.3,11699.55,11724.75,380278045,17790.06
3-May-19,11722.6,11770.9,11699.35,11712.25,305519934,15156.32
6-May-19,11605.8,11632.55,11571.35,11598.25,299046480,14703.42
7-May-19,11651.5,11657.05,11484.45,11497.9,337495624,16632.84
8-May-19,11478.7,11479.1,11346.95,11359.45,372826025,17440.01
9-May-19,11322.4,11357.6,11255.05,11301.8,373028059,17602.86
10-May-19,11314.15,11345.8,11251.05,11278.9,387323416,18085.19
13-May-19,11258.7,11300.2,11125.6,11148.2,357586433,16722.91
